Record ID,Device Name,Description,Manufacturer,Device Type,Physical Form,Processor / NPU,Memory / Storage,Official Website,Source,Source URL,Website Verified
device:jesusgmr96/systemverilog-neural-networks,SystemVerilog-Neural-Networks,"SystemVerilog implementations of fundamental neural network structures, designed for synthesis on FPGAs.",JesusGMR96,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/JesusGMR96/SystemVerilog-Neural-Networks,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:momentics/neuraltower,NeuralTower,"Open hardware desktop AI node: 4× Tesla V100, 128GB HBM2, PCIe/NVLink topology and V-Core liquid/air cooling.",momentics,AI Workstation,Standalone Appliance,,,https://github.com/momentics/NeuralTower,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:folotoy/folotoy-toy-role-config-skill,folotoy-toy-role-config-skill,"Installable agent skill for safely configuring FoloToy character personas, opening lines, and voices",FoloToy,AI Wearable,Smart Wearable,,,https://webapp.folotoy.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:rehanmq/asic-soc-ml-accelerator-verification,asic-soc-ml-accelerator-verification,End-to-end ASIC SoC design and functional verification of a lightweight machine learning accelerator using SystemVerilog and UVM. Includes Python automation for test generation and result analysis. Built to simulate real-world ML silicon validation at scale.,rehanmq,AI Accelerator,PCIe Card,,,https://github.com/rehanmq/asic-soc-ml-accelerator-verification,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:pytorch/tensorrt,TensorRT,PyTorch/TorchScript/FX compiler for NVIDIA GPUs using TensorRT,pytorch,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://pytorch.org/TensorRT,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:rbonghi/jetson_stats,jetson_stats,"📊 Simple package for monitoring and control your NVIDIA Jetson [Orin, Xavier, Nano, TX] series",rbonghi,AI Wearable,Smart Wearable,NVIDIA Jetson System-on-Module,,https://rnext.it/jetson_stats,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:roboflow/inference,inference,Turn any computer or edge device into a command center for your computer vision projects.,roboflow,AI Workstation,Standalone Appliance,NVIDIA Jetson System-on-Module,,https://inference.roboflow.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:triple-mu/yolov8-tensorrt,YOLOv8-TensorRT,YOLOv8 using TensorRT accelerate !,triple-mu,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/triple-mu/YOLOv8-TensorRT,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:jkjung-avt/tensorrt_demos,tensorrt_demos,"TensorRT MODNet, YOLOv4, YOLOv3, SSD, MTCNN, and GoogLeNet",jkjung-avt,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://jkjung-avt.github.io,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:opendatacam/opendatacam,opendatacam,An open source tool to quantify the world,opendatacam,AI Camera,Smart Camera Appliance,NVIDIA Jetson System-on-Module,,https://opendata.cam,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:geekalexis/fastmot,FastMOT,"High-performance multiple object tracking based on YOLO, Deep SORT, and KLT 🚀",GeekAlexis,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/GeekAlexis/FastMOT,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:enazoe/yolo-tensorrt,yolo-tensorrt,"TensorRT8.Support Yolov5n,s,m,l,x .darknet -> tensorrt.  Yolov4  Yolov3 use raw darknet *.weights and *.cfg fils.  If the wrapper is useful to you,please Star it.",enazoe,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/enazoe/yolo-tensorrt,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-ai-iot/trt_pose,trt_pose,Real-time pose estimation accelerated with NVIDIA TensorRT,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/NVIDIA-AI-IOT/trt_pose,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:shiguredo/momo,momo,WebRTC Native Client Momo (C++),shiguredo,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://momo.shiguredo.jp,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:rockkingjy/opentracker,OpenTracker,"Real-time C++ ECO tracker etc. speed-up by SSE/NEON, support Linux, Mac, Jetson TX1/2, raspberry pi",rockkingjy,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/rockkingjy/OpenTracker,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-ai-iot/tf_trt_models,tf_trt_models,TensorFlow models accelerated with NVIDIA TensorRT,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/NVIDIA-AI-IOT/tf_trt_models,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:flashrt-project/flashrt,FlashRT,"FlashRT is a high-performance realtime inference engine for small-batch, latency-sensitive AI workloads. The flagship integration is production VLA control for Pi0, Pi0.5, GROOT N1.6, and Pi0-FAST. Also support llm e.g, qwen3.6-27B",flashrt-project,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/flashrt-project/FlashRT,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-ai-iot/nanoowl,nanoowl,A project that optimizes OWL-ViT for real-time inference with NVIDIA TensorRT.,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/NVIDIA-AI-IOT/nanoowl,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-isaac-ros/isaac_ros_pose_estimation,isaac_ros_pose_estimation,"Deep learned, NVIDIA-accelerated 3D object pose estimation",NVIDIA-ISAAC-ROS,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://developer.nvidia.com/isaac-ros-gems,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:seeed-studio/modelassistant,ModelAssistant,Seeed SenseCraft Model Assistant is an open-source project focused on embedded AI. 🔥🔥🔥,Seeed-Studio,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://sensecraftma.seeed.cc,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-ai-iot/jetson_benchmarks,jetson_benchmarks,Jetson Benchmark,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/NVIDIA-AI-IOT/jetson_benchmarks,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:fastvideo/gpu-camera-sample,gpu-camera-sample,"Image processing software on GPU (Windows, Linux, ARM) for real time machine vision camera applications. Performance benchmarks and Glass-to-Glass time measurements. MIPI CSI cameras support. RAW2RGB processing on CUDA with 16-bit ISP. Software for Jetson.",fastvideo,AI Camera,Smart Camera Appliance,NVIDIA Jetson System-on-Module,,https://fastcompression.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:turing-machines/bmc-firmware,BMC-Firmware,Turing-pi BMC firmware,turing-machines,AI Wearable,Smart Wearable,NVIDIA Jetson System-on-Module,,http://turingpi.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:pjueon/jetsongpio,JetsonGPIO,A C++ library that enables the use of Jetson's GPIOs,pjueon,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/pjueon/JetsonGPIO,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:rbonghi/jetson_easy,jetson_easy,"🔩 Automatically script to setup and configure your NVIDIA Jetson [Nano, Xavier, TX2i, TX2, TX1, TK1] . This script run different modules to update, fix and patch the kernel, install ROS and other...",rbonghi,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,http://rnext.it/project/jetson-easy,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-ai-iot/deepstream_pose_estimation,deepstream_pose_estimation,This is a DeepStream application to demonstrate a human pose estimation pipeline.,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/NVIDIA-AI-IOT/deepstream_pose_estimation,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:shiguredo-webrtc-build/webrtc-build,webrtc-build,様々な環境向けの WebRTC のビルドを行って、そのバイナリを提供しています,shiguredo-webrtc-build,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/shiguredo-webrtc-build/webrtc-build,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:securade/hub,hub,Securade.ai HUB - A generative AI based edge platform for computer vision that connects to existing CCTV cameras and makes them smart.,securade,AI Camera,Smart Camera Appliance,NVIDIA Jetson System-on-Module,,https://securade.ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:jetsonhacks/buildopencvtx2,buildOpenCVTX2,Build and install OpenCV for the NVIDIA Jetson TX2,jetsonhacks,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/jetsonhacks/buildOpenCVTX2,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:seeed-projects/jetson-examples,jetson-examples,"The jetson-examples repository by Seeed Studio offers a seamless, one-line command deployment to run vision AI and Generative AI models on the NVIDIA Jetson platform.",Seeed-Projects,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/seeed-projects/jetson-examples,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:dusty-nv/jetson-voice,jetson-voice,ASR/NLP/TTS deep learning inference library for NVIDIA Jetson using PyTorch and TensorRT,dusty-nv,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/dusty-nv/jetson-voice,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-isaac-ros/isaac_ros_nitros,isaac_ros_nitros,NVIDIA Isaac Transport for ROS package for hardware-acceleration friendly movement of messages,NVIDIA-ISAAC-ROS,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_nitros,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:peterlee0127/tensorflow-nvjetson,tensorflow-nvJetson,"TensorFlow for NVIDIA Jetson, also include patch and script for building.",peterlee0127,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://tfjetson.peterlee.app,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:steveseguin/raspberry_ninja,raspberry_ninja,"Publish or capture VDO.Ninja streams with Python (Raspberry Pi, Linux, Mac, Windows WSL)",steveseguin,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://raspberry.ninja,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:iwatake2222/play_with_tensorrt,play_with_tensorrt,Sample projects for TensorRT in C++,iwatake2222,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/iwatake2222/play_with_tensorrt,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:stephendade/rpanion-server,Rpanion-server,Web-based configurator for companion computers of MAVLink vehicles,stephendade,AI Workstation,Standalone Appliance,NVIDIA Jetson System-on-Module,,https://docs.rpanion.com/software/rpanion-server,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nihui/ncnn-small-board,ncnn-small-board,ncnn benchmark on various single board computers,nihui,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/nihui/ncnn-small-board,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-ai-iot/clip-distillation,clip-distillation,Zero-label image classification via OpenCLIP knowledge distillation,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/NVIDIA-AI-IOT/clip-distillation,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:thehapyone/nanocamera,NanoCamera,A simple to use camera interface for the Jetson Nano for working with USB and CSI cameras in Python.,thehapyone,AI Camera,Smart Camera Appliance,NVIDIA Jetson System-on-Module,,https://github.com/thehapyone/NanoCamera,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:noahmr/yolov5-tensorrt,yolov5-tensorrt,Real-time object detection with YOLOv5 and TensorRT,noahmr,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/noahmr/yolov5-tensorrt,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:nvidia-isaac-ros/isaac_ros_image_segmentation,isaac_ros_image_segmentation,"NVIDIA-accelerated, deep learned semantic image segmentation",NVIDIA-ISAAC-ROS,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_image_segmentation,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:bharath5673/deepstream,Deepstream,"yolov3, yolo12, dino, segmenations, face, pose, keypoints on deepstream",bharath5673,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/bharath5673/Deepstream,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,False
device:azerty01-bit/ernie-ai-windows,Ernie-AI-Windows,"Ernie-AI-Windows is an innovative artificial intelligence software tailored specifically for Windows operating systems, delivering cutting-edge AI capabilities for enhanced user experience and productivity. Through advanced algorithms and intuitive interfaces, Ernie-AI-Windows streamlines tasks and offers personalized recommendations to optimize wo",Azerty01-bit,AI Wearable,Smart Wearable,,,https://github.com/Azerty01-bit/Ernie-AI-Windows,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:machine-learning-tokyo/edgeaicontest3,EdgeAIContest3,This repository present MLT Team solution for the The 3rd AI Edge Contest.,Machine-Learning-Tokyo,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Machine-Learning-Tokyo/EdgeAIContest3,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:enthropy7/yscv,YSCV,Rust-native framework for Edge AI CV inference.,enthropy7,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/enthropy7/YSCV,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:shivamim/finance_agenticai,Finance_AgenticAI,"Financial Agentic AI redefines financial analysis by integrating cutting-edge AI with real-time web search capabilities. This multi-agent system brings together financial insights and web intelligence to deliver precise, actionable, and up-to-date stock market information, all tailored to your needs.",shivamim,AI Wearable,Smart Wearable,,,https://github.com/shivamim/Finance_AgenticAI,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:stmicroelectronics/edge-ai-docs-assets,edge-ai-docs-assets,git repo to illustrates and supports the STM32 AI wiki articles,STMicroelectronics,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://wiki.st.com/stm32mcu/wiki/Artificial_Intelligence_overview,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:yashbhadange2006/tinyai,TinyAI,"On-device AI assistant for Android built with Kotlin, featuring local LLM inference, offline AI capabilities, and edge AI experimentation.",YashBhadange2006,AI Wearable,Smart Wearable,,,https://github.com/YashBhadange2006/TinyAI,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:tr1bunal9/cybernetic,cybernetic,"Cybernetic is a cutting-edge AI-driven platform that enhances human-machine collaboration. It integrates advanced automation, data analytics, and neural interfaces to optimize decision-making and performance. Designed for innovation, Cybernetic bridges the gap between technology and human potential.",tr1bunal9,Physical AI Interface,Sensor Node,,,https://github.com/tr1bunal9/cybernetic,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:muhammedgolec/edgeaisim,EdgeAISIM,[MS 24] EdgeAISim: A Toolkit for Simulation and Modelling of AI Models in Edge Computing Environments,MuhammedGolec,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/MuhammedGolec/EdgeAISIM,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:hazrat-ali9/artificial-intelligence,Artificial-Intelligence,🤖 Artificial 👻 Intelligence 🙉 Toolbox 🤢 ultimate 🥶 open 🤡 source 🍎 suite 🍏 building 🌰 intelligent 🫑 systems 🥝 This 🍔 repository 🥬 brings 🏕 together 🕌 cutting 🏠 edge AI 🏪 models 🚂 powerful 🎳 algorithms 🏐 and hands ⚽ on tools 🥎machine ⛸ learning 🎮 deep 🚚 learning ✈ and 🚀 beyond 🛸 Automated 🚁 scripts 🚟 datasets ☂,Hazrat-Ali9,AI Wearable,Smart Wearable,,,https://github.com/Hazrat-Ali9/Artificial-Intelligence,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:espressif/esp-vision,esp-vision,Low-Code Edge AI & Computer Vision Framework for Espressif SoCs,espressif,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/espressif/esp-vision,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:camthink-ai/neomind,NeoMind,NeoMind is a Rust-based edge AI platform that enables autonomous device management and automated decision-making through Large Language Models (LLMs).,camthink-ai,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/camthink-ai/NeoMind,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:scottcjn/aqua-sophia,aqua-sophia,Edge AI SCADA for hydroponic crop monitoring — Gemma 4 function calling on NFT systems. Kaggle competition entry.,Scottcjn,AI Wearable,Smart Wearable,,,https://github.com/Scottcjn/aqua-sophia,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:mykeura/deepseek-r1-locally-for-android,deepseek-r1-locally-for-android,"Run DeepSeek R1 AI Locally on Your Android Device! Experience DeepSeek R1, a cutting-edge AI model, on Android—no internet needed! Install and run it using Termux and Arch Linux.",mykeura,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/mykeura/deepseek-r1-locally-for-android,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:omnixri/ntust_edgeai_2023,NTUST_EdgeAI_2023,,OmniXRI,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/OmniXRI/NTUST_EdgeAI_2023,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:efinix-inc/evsoc,evsoc,"This repo is for Edge Vision SoC framework, which facilitates quick porting of users' design for Edge AI and Vision solutions.",Efinix-Inc,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Efinix-Inc/evsoc,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:karmakamikaze/chatrpg,ChatRPG,"Welcome to ChatRPG, where your journey into the world of fantasy is powered by cutting-edge AI.  Immerse yourself in endless possibilities, embark on epic adventures, and shape your own destiny  in this choose-your-own-adventure (CYOA) game.",KarmaKamikaze,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/KarmaKamikaze/ChatRPG,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:texasinstruments/edgeai-gst-apps,edgeai-gst-apps,Gstreamer based Edge AI reference application,TexasInstruments,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/TexasInstruments/edgeai-gst-apps,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:open-edge-platform/edge-ai-tuning-kit,edge-ai-tuning-kit,"The Edge AI Tuning Kit is a comprehensive solution for creating, tailoring, and implementing AI models in the edge platform.",open-edge-platform,AI Wearable,Smart Wearable,,,https://github.com/open-edge-platform/edge-ai-tuning-kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:ysyisyourbrother/jupiter,Jupiter,"Jupiter is a fast, scalable, and resource-efficient collaborative edge-AI system for generative LLM inference.",ysyisyourbrother,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/ysyisyourbrother/Jupiter,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:omnixri/edge_ai_tinyml_course_2024,Edge_AI_TinyML_Course_2024,OmniXRI's Edge AI & TinyML小學堂-課程資料,OmniXRI,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/OmniXRI/Edge_AI_TinyML_Course_2024,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:te-yoshinorioota/spresense-lowpower-edgeai,Spresense-LowPower-EdgeAI,"Sample projects for ""Get started Low Power Edge AI with Spresense""",TE-YoshinoriOota,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/TE-YoshinoriOota/Spresense-LowPower-EdgeAI,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:zscole/ai-poc-daily,ai-poc-daily,Daily proof-of-concept implementations of cutting-edge AI advancements,zscole,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/zscole/ai-poc-daily,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:m4rkus28/nexora,Nexora,This project is a full-stack application designed to deliver cutting-edge AI solutions for personalized learning assistance. It leverages a powerful Python backend and a modern React frontend to offer an innovative educational platform.,M4RKUS28,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/M4RKUS28/Nexora,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:arshvermagit/raw.ai,RAW.AI,"🎭 Transform AI-generated text into authentic human writing. Bypass GPTZero, Turnitin & all major AI detectors with 99.8% success. React + Supabase + Edge AI. 50+ languages. <3s response time. ⚡",ArshVermaGit,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://rawai-arshvermagit.vercel.app,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:shiinama/easy-business-ai,easy-business-ai,A minimal and cutting-edge AI project template for validating business ideas,Shiinama,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://linkai.website,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:dhatchineshbheemrao/smart-campus-energy-optimization,SMART-CAMPUS-ENERGY-OPTIMIZATION,"Smart Campus Energy Management System using IoT, Edge AI, and ML to monitor, analyze, and optimize real-time energy consumption in campuses. Features smart grid control, automated appliances, AI leakage detection, and mobile + AR visualization for sustainable energy use.",DhatchineshBheemRao,AI Camera,Smart Camera Appliance,,,https://github.com/DhatchineshBheemRao/SMART-CAMPUS-ENERGY-OPTIMIZATION,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:dvillevald/hand_gesture_classifier,hand_gesture_classifier,Make your own hand command classifier and deploy on Edge AI device - Google AIY Vision kit,dvillevald,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://hackster.io/dvillevald/hand-command-recognizer-on-google-aiy-vision-kit-3786f6,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:devanik21/isro_mining_site_final_app,ISRO_Mining_Site_FINAL_APP,"Galactic Mining Hub is an advanced Machine Learning-based platform designed to revolutionize space mining exploration. By leveraging cutting-edge AI technologies, this project assists in the exploration and evaluation of potential mining sites across various celestial bodies.",Devanik21,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Devanik21/ISRO_Mining_Site_FINAL_APP,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:araobp/image-features,image-features,Image features for edge AI,araobp,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/araobp/image-features,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
