Record ID,Device Name,Description,Manufacturer,Device Type,Physical Form,Processor / NPU,Memory / Storage,Official Website,Source,Source URL,Website Verified
device:ceva-ip/dpdfnet,DPDFNet,"Clean up noisy speech in real time with DPDFNet - open-source streaming speech enhancement for research, audio apps, and edge devices. Includes pretrained models, PyTorch code, ONNX/TFLite inference, 8/16/48 kHz support, and live demos.",ceva-ip,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/ceva-ip/DPDFNet,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:scottcjn/legend-of-elya-n64,legend-of-elya-n64,"Legend of Elya — N64 game with a real 6.36M-parameter ternary transformer on the VR4300 MIPS III CPU. Zelda-style dungeon, AI NPCs, byte-level inference at 1.23 tok/s scalar / 2.19 tok/s on the RSP overlay (measured under ares, never on silicon). Built with libdragon.",Scottcjn,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://hackaday.io/project/206401-transformers-on-retro-game-consoles,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:mozilla-ai/encoderfile,encoderfile,Distribute and run transformer encoders with a single file.,mozilla-ai,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://mozilla-ai.github.io/encoderfile,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:rusegal/ruseon-core,ruseon-core,"Edge video infrastructure in Go for CCTV — RTSP ingest, HLS/WebRTC streaming, fMP4 recording, timeshift and AI metadata pipelines.",RUSEGAL,AI Workstation,Standalone Appliance,,,https://ruseon.tech,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:edge-video-services/ekya,ekya,"Source code and datasets for Ekya, a system for continuous learning on the edge.",edge-video-services,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://aka.ms/ekya,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:swellweb/reame,reame,"CPU-first LLM inference server on llama.cpp. Runs useful models on free-tier ARM boxes; rewriting the input made it ~6x faster and more accurate than tuning the engine. MIT, benchmarks and failures included.",swellweb,AI Workstation,Standalone Appliance,Dedicated NPU Chip,,https://swellweb.github.io/reame,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:loomax-labs/inferrlm,InferrLM,InferrLM - On-device AI for iOS & Android,loomax-labs,AI Workstation,Standalone Appliance,,,https://github.com/loomax-labs/InferrLM,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:shawnhymel/tflite-speech-recognition,tflite-speech-recognition,Demo for training a convolutional neural network to classify words and deploy the model to a Raspberry Pi using TensorFlow Lite.,ShawnHymel,AI Accelerator / Edge Dev Kit,Single Board Computer,Broadcom ARM NPU / Raspberry Pi,,https://github.com/ShawnHymel/tflite-speech-recognition,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:fikrikarim/volocal,volocal,Fully local voice AI for iOS,fikrikarim,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://apps.apple.com/app/volocal/id6761493288,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:pic4ser/act,AcT,"Official code for ""Action Transformer: A Self-attention Model for Short-time Pose-based Human Action Recognition"", Pattern Recognition (2022).",PIC4SeR,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://sciencedirect.com/science/article/pii/S0031320321006634,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:ultralytics/yolo26,yolo26,"Ultralytics YOLO26 quickstart for detection, instance and semantic segmentation, depth estimation, classification, pose, OBB, and tracking.",ultralytics,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://platform.ultralytics.com/ultralytics/yolo26,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:wladimiravila/esp32s3-distributed-ai,esp32s3-distributed-ai,"Distributed 56M-parameter LLM inference across 3 ESP32-S3 boards via ESP-NOW , Split-PLE + KV cache, fully offline.",wladimiravila,AI Wearable,Smart Wearable,,,https://github.com/wladimiravila/esp32s3-distributed-ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:soniqo/speech-core,speech-core,"On-device VAD / streaming STT / TTS / diarization in C++17 (ONNX + LiteRT) with a voice-agent pipeline. Linux, Windows, Android.",soniqo,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://soniqo.audio/speech-core,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:aiot-mlsys-lab/aiot-survey,AIoT-Survey,[TOSN 2024] Artificial Intelligence of Things: A Survey,AIoT-MLSys-Lab,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/AIoT-MLSys-Lab/AIoT-Survey,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:fractal-compute-orchestrations/fractalandroid,FractalAndroid,"A human-centric, resource-aware Android node for edge computing and federated learning. Orchestrates distributed intelligence with privacy-first localization and empathetic hardware management.",Fractal-Compute-Orchestrations,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://play.google.com/store/apps/details?id=org.fractal.app&hl=en,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:geekgineer/needle-rs,needle-rs,"414 KB WASM runtime for Needle a 14M-parameter tool-calling transformer. Runs in browser, Cloudflare Workers, and Node.js. No backend required.",Geekgineer,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://needle-rs.pages.dev,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:lillthorin/yololite-official-repo,YoloLite-Official-Repo,“YOLOLite — lightweight YOLO in PyTorch. ONNX export + CPU inference (Raspberry Pi friendly).”,Lillthorin,AI Accelerator / Edge Dev Kit,Single Board Computer,Broadcom ARM NPU / Raspberry Pi,,https://github.com/Lillthorin/YoloLite-Official-Repo,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:asierarranz/gemma-jetson-demos,gemma-jetson-demos,"Gemma models running 100% local on an 8 GB Jetson Orin Nano: voice assistants with RAG, multi-agent NPCs, live EN-JA translation, and a Gemma 4 voice + vision agent that decides when to look through the webcam. The demos from the Gemma 2 launch at Google Tokyo.",asierarranz,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/asierarranz/gemma-jetson-demos,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:borhanmorphy/fastface,fastface,Light Face Detection using PyTorch Lightning,borhanMorphy,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://fastface.readthedocs.io,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:gittensor-ai-lab/sparkinfer,sparkinfer,Fastest MoE/LLM inference runtime for consumer and edge Blackwell GPUs. SN74 on Gittensor.,gittensor-ai-lab,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://sparkinfer.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:jaylfc/taosmd,taosmd,"Local-first AI memory — runs offline on any machine with 8 GB+ RAM (SBC, mini PC, laptop, workstation). Zero-loss verbatim archive, knowledge graph, hybrid retrieval. Framework-agnostic, no cloud.",jaylfc,AI Workstation,Standalone Appliance,,,https://github.com/jaylfc/taosmd,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:peleab/stm32n6-facerecognition,STM32N6-FaceRecognition,"STM32N6 Face Recognition system using AI models deployed on STM32N6570-DK    with real-time face detection and recognition capabilities. Complete   embedded development environment with automated model compilation,   firmware signing, and flashing scripts.",PeleAB,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/PeleAB/STM32N6-FaceRecognition,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:liuhang1994/ris-fl,RIS-FL,"Simulation Codes for ""Reconfigurable Intelligent Surface Enabled Federated Learning: A Unified Communication-Learning Design Approach""",liuhang1994,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/liuhang1994/RIS-FL,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:voicute/onnx-wakeword,onnx-wakeword,"Offline keyword spotting & wake word engine. ONNX format, model <130KB, inference <10ms. Runs on Android, ESP32, Linux, Web. No cloud, no data usage.",voicute,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://voicute.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:eclipse-iofog/controller,Controller,"A cloud-native operations Controller for managing edge computing workloads, edgelet nodes, and deployments across Eclipse IoFog.",eclipse-iofog,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://iofog.org,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:abrahampaulj/facefusion-mobile,facefusion-mobile,"FaceFusion for Android. Offline face swap running on the phone's NPU, GPU or CPU. Qualcomm Hexagon (v68 to v81), Vulkan fallback, no server and no upload.",AbrahamPaulJ,AI Workstation,Standalone Appliance,Dedicated NPU Chip,,https://huggingface.co/AbrahamPJ/facefusion-mobile-models,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:aatricks/llmedge,llmedge,"Android native AI inference library, bringing text, image, video, STT, TTS inference",Aatricks,AI Wearable,Smart Wearable,,,https://aatricks.github.io/llmedge,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:fareedkhan-dev/glm-5.2-in-c,glm-5.2-in-c,"GLM-5.2, a 744 billion parameter mixture of experts model, in a pure C inference engine: quantized to int4, experts streamed from disk, deployed and benchmarked. Generates in 16 GB of RAM.",FareedKhan-dev,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://medium.com/@fareedkhandev/77a3df56e7b4,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:qdrant/qdrant-edge-demo,qdrant-edge-demo,POC visual search with smart glasses and Qdrant Edge.,qdrant,AI Wearable,Smart Wearable,,,https://qdrant.tech/edge,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:hiveforensics-ai/knolo-core,knolo-core,"Knolo turns documents into a verifiable Knowledge Image (.knolo): one portable file you can mount, query, and prove. Deterministic retrieval, cryptographic roots, fail-closed verification. Local-first. No vector DB required.",HiveForensics-AI,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://knolo.dev,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:microsoft/sparrow,SPARROW,SPARROW — Solar-Powered Acoustic and Remote Recording Observation Watch. An AI-enabled edge device for biodiversity monitoring with camera-trap imaging and bioacoustic recording. By Microsoft AI for Good Lab.,microsoft,AI Camera,Smart Camera Appliance,NVIDIA Jetson System-on-Module,,https://unlocked.microsoft.com/project-sparrow,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:microaiinc/microai-security-and-monitoring,MicroAI-Security-and-Monitoring,,MicroAIInc,AI Wearable,Smart Wearable,,,https://security.micro.ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:fractera/agentic-engineering-infrastructure,Agentic-Engineering-Infrastructure,"Deploys your OS, databases, and SSL on your VPS in just 10 minutes. Orchestrates a team of AI agents for coding, marketing, and sales. The built-in optimizer saves up to 90% on token costs, letting you build and manage your online business directly through chat. Fully open-source.",Fractera,AI Wearable,Smart Wearable,,,https://fractera.ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:fkkarakurt/nerve,Nerve,"Discover the equation behind your data — 82/100 Feynman equations, from one dependency-free C header. Plus a real Transformer, embeddings and on-device learning.",fkkarakurt,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://fkkarakurt.github.io/Nerve,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:ucsc-vlaa/visualclaw,VisualClaw,"Official Implementation of VisualClaw: A Real-Time, Personalized Agent for the Physical World",UCSC-VLAA,AI Wearable,Smart Wearable,,,https://ucsc-vlaa.github.io/VisualClaw,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:sw-mobility/edge_vision,Edge_Vision,On-Device Vision SW,sw-mobility,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/sw-mobility/Edge_Vision,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:aydinadnan/pulsevad,PulseVAD,"Ultra-tiny 2.1k streaming voice activity detector (2.1 KB INT8). 200 ms window for microcontrollers, edge devices, and DSPs. ships with ONNX, TorchScript, and standalone C header.",AydinAdnan,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://pypi.org/project/pulsevad,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:cyprienquemeneur/fedpylot,fedpylot,FedPylot: Navigating Federated Learning for Real-Time Object Detection in Internet of Vehicles,CyprienQuemeneur,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://arxiv.org/abs/2406.03611,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:eeeslab/cmix-nn,CMix-NN,CMix-NN: Mixed Low-Precision CNN Library for Memory-Constrained Edge Devices,EEESlab,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/EEESlab/CMix-NN,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:chilly23/rp2040-and-esp32-ai,RP2040-and-ESP32-AI,Run a 28.9M-parameter TinyLM on ESP32-S3 with an RP2040 OLED display node for fully local embedded AI inference.,chilly23,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/chilly23/RP2040-and-ESP32-AI,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:mrusci/training-mixed-precision-quantized-networks,training-mixed-precision-quantized-networks,"This repository containts the pytorch scripts to train mixed-precision networks for microcontroller deployment, based on the memory contraints of the target device.",mrusci,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/mrusci/training-mixed-precision-quantized-networks,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:sylvesterkaczmarek/phisat2-trustworthy-onboard-ai,phisat2-trustworthy-onboard-ai,"Trustworthy onboard satellite AI in PyTorch→ONNX→INT8 with calibration, telemetry, and a PhiSat-2 EO tile-filter demo.",sylvesterkaczmarek,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://sylvesterkaczmarek.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:lotvulture/lotvulture,lotvulture,Real-time parking lot occupancy detection using existing security cameras and on-device computer vision.,lotvulture,AI Camera,Smart Camera Appliance,,,https://lotvulture.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:thu-mig/edge-dit.cpp,edge-dit.cpp,"edge-dit.cpp — a native C/C++ inference engine for Diffusion Transformers (DiT), designed for local and resource-constrained devices with automatic VRAM-aware precision, placement, and offloading.",THU-MIG,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://thu-mig.github.io/edge-dit.cpp,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:qwertymcqwertz/monkeys-with-typewriters,monkeys-with-typewriters,The complete AI platform on a $3 microcontroller. Sub-millisecond inference. Zero hallucinations.,QwertyMcQwertz,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://monkeyswithtypewriters.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:boumedinebillal/yolo26n_esp,yolo26n_esp,World's First NMS-Free YOLOv26n on ESP32-P4. Features end-to-end Int8 QAT and custom C++ optimizations achieving 30% faster inference than the official ESP-DL YOLOv11n (1.7s vs 2.4s).,BoumedineBillal,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://boumedinebillal.github.io/my_profile/project-viewer.html?id=yolo26n-esp32p4,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:n57d30top/gemma4-on-fpga,gemma4-on-FPGA,,n57d30top,AI Accelerator / Edge Dev Kit,Single Board Computer,Dedicated NPU Chip,,https://github.com/n57d30top/gemma4-on-FPGA,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:jnbraun/bcnn,bcnn,A minimalist Deep Learning framework for embedded Computer Vision,jnbraun,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/jnbraun/bcnn,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:flora233333/stm32-infer-mobilenetv2,STM32-Infer-MobileNetV2,Inferring MobileNetV2 on STM32H7,Flora233333,AI Wearable,Smart Wearable,,,https://github.com/Flora233333/STM32-Infer-MobileNetV2,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:gilzone/installing-a-llm-on-raspberry-pi-zero-2-w,Installing-a-LLM-on-Raspberry-Pi-Zero-2-W,"This guide walks you through setting up a lightweight Large Language Model (LLM) on a Raspberry Pi Zero 2 W. We’ll use Raspberry Pi OS (Legacy, 64-bit) Lite, optimize the Pi for better performance, and install the Ollama application to run the model.",Gilzone,AI Accelerator / Edge Dev Kit,Single Board Computer,Broadcom ARM NPU / Raspberry Pi,,https://github.com/Gilzone/Installing-a-LLM-on-Raspberry-Pi-Zero-2-W,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:araobp/acoustic-features,acoustic-features,Acoustic features (MFSCs and MFCCs) for edge AI,araobp,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/araobp/acoustic-features,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:ultralytics/yolov8,yolov8,"Ultralytics YOLOv8 discovery and quickstart for detection, segmentation, classification, pose, OBB, and tracking.",ultralytics,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://platform.ultralytics.com/ultralytics/yolov8,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:ayushkothari96/pulse,pulse,"Real-time vibration anomaly detection on STM32L4 using NanoEdge AI and Zephyr RTOS. No cloud, no internet, runs on $15 hardware.",Ayushkothari96,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Ayushkothari96/pulse,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:suoten/edgelitegateway,EdgeLiteGateway,EdgeLite: 开源边缘AI网关，13种工业协议+ONNX推理引擎，传感器/视觉AI双确认。Python，10分钟Docker部署。,suoten,AI Workstation,Standalone Appliance,,,https://github.com/suoten/EdgeLiteGateway,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:maheshvaikri-code/snapllm,snapllm,🔥 Alternative to Ollama — multi-model serving with sub-ms model switching · CPU-only 20B inference for Edge AI · llama.cpp + stablediffusion.cpp,maheshvaikri-code,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/maheshvaikri-code/snapllm,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:flora233333/deploy-ssd-on-stm32,Deploy-SSD-ON-STM32,Deploy SSD MobileNet object detection models on STM32H7 using STM32CubeAI and TensorFlow Lite.,Flora233333,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Flora233333/Deploy-SSD-ON-STM32,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:pheonix-delta/wiredbrain-hierarchical-rag,WiredBrain-Hierarchical-Rag,"Hierarchical RAG architecture scaling to 693K chunks on consumer hardware (4GB VRAM). Features 3-address routing, hybrid vector+graph fusion, and SetFit classification.",pheonix-delta,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/pheonix-delta/WiredBrain-Hierarchical-Rag,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:evgenii-engineer/openlight,openLight,"Lightweight AI agent runtime for homelabs, built around deterministic skills and local LLMs.",evgenii-engineer,AI Accelerator / Edge Dev Kit,Single Board Computer,Broadcom ARM NPU / Raspberry Pi,,https://github.com/evgenii-engineer/openLight,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:klumw/esp32_cam_face_recognition,esp32_cam_face_recognition,esp32-cam face recognition with MQTT and esp-who framework,klumw,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/klumw/esp32_cam_face_recognition,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:richielee630/tmma,TMMA,"TMMA: A Tiled Matrix Multiplication Accelerator for Self-Attention Projections in Transformer Models, optimized for edge deployment on Xilinx KV260.",Richielee630,AI Accelerator,PCIe Card,,,https://github.com/Richielee630/TMMA,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:djlougen/hive,hive,"Unified agent memory and context compression stack for 2026 NVIDIA + edge (Vera CPU, Grace, Jetson Thor, 3090). Glues busyBee-cpu, honey-comb, and rust-brain. Better effective reasoning per token.",DJLougen,AI Accelerator / Edge Dev Kit,Single Board Computer,NVIDIA Jetson System-on-Module,,https://github.com/DJLougen/hive,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:emmtrix/emx-onnx-cgen,emx-onnx-cgen,"Deterministic ONNX-to-C compiler for embedded and safety-critical systems, generating static, auditable C code with no dynamic memory or runtime dependencies.",emmtrix,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://emmtrix.com/wiki/emmtrix_ONNX-to-C_Code_Generator,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:scottcjn/open-xdna,open-xdna,"Open-source bring-up + verified matmul on the first-gen AMD XDNA1 (Phoenix/Hawk Point) NPU on Linux — the gen FastFlowLM/Lemonade skip. RyzenAI-npu1, mlir-aie/IRON, XRT.",Scottcjn,AI Wearable,Smart Wearable,Dedicated NPU Chip,,https://elyanlabs.ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,False
device:control-c/pmsg,PMSG,"PMSG is face computer /  wearable platform using Seeed Studio XIAO, This where you can find code to flash you device",Control-C,AI Wearable,Smart Wearable,,,https://pmsg.online,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:shsridhar-beep/svgap,svgap,"Evidence profiles for AI-generated RTL that expose what functional benchmarks miss. Seeking collaborators, design partners, and validation",shsridhar-beep,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://shsridhar-beep.github.io/svgap,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:rohanelukurthy/rig-rank,rig-rank,"A Go CLI tool to benchmark local LLMs via Ollama, measuring Time To First Token (TTFT) and throughput on your specific hardware.",rohanelukurthy,AI Wearable,Smart Wearable,,,https://github.com/rohanelukurthy/rig-rank,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:quangqw123/zhilly,Zhilly,Provide AI-driven penetration testing with portable hardware tools tailored for cybersecurity research and real-world testing scenarios.,quangqw123,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/quangqw123/Zhilly,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:certainly-param/garuda-accelerator,garuda-accelerator,Garuda: CVXIF coprocessor optimizing batch-1 attention microkernels with 7.5-9× lower p99 latency. RISC-V INT8 MAC accelerator for transformer inference.,certainly-param,AI Accelerator,PCIe Card,,,https://github.com/certainly-param/garuda-accelerator,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:asapsav/skull-gpt,skull-gpt,Make your own talking skull for halloween in 2 hours.,asapsav,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/asapsav/skull-gpt,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:nthnn/n2cmu-arduino,n2cmu-arduino,This is the official Arduino library for N2CMU (Neural Network Coprocessing Microcontroller Unit) available on Arduino Package Manager and PlatformIO.,nthnn,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://nthnn.github.io/n2cmu-arduino,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:p-ray-voice-stack/p-ray-voice-stack-public,p-ray-voice-stack-public,大模型久困云端，故押注百年未来于“AI硬件+端云协同”，期待着AGI与真实幻境的完美重叠。也是祈光的原意之一：祈光同行。      We Are Praying for Light.,p-ray-voice-stack,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/p-ray-voice-stack/p-ray-voice-stack-public,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:addxofficial/t1c,T1C,"T1C — Open-source AI accelerator architecture by ADDX Entp, created by Sarthak. Explore open silicon, digital in-memory computing, and LLM hardware.",addxofficial,AI Accelerator,PCIe Card,,,https://addx.pages.dev,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:toyworks/tool-toy-trash,tool-toy-trash,"Tool, Toy, or Trash? An agent skill that audits any AI gadget from its product page: brand-blinded, three independent auditors, one safety veto.",ToyWorks,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/ToyWorks/tool-toy-trash,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
device:nthnn/n2cmu,n2cmu,Feedforward Neural Network Coprocessing Microcontroller Unit (CPC via UART) for STM32F103C8T6 Bluepill Development Board written purely in TinyGo.,nthnn,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/nthnn/n2cmu,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,False
